tag,category,aliases(if enabled)
military_coat,General,
russian_clothes,General,
lace-up,General,
holding_drinking_straw,General,
yaopei,General,
nut_(food),General,nuts_(food)
print_cape,General,
colored_pencil,General,coloured_pencil
monado,General,
scarecrow,General,
holding_goggles,General,
gothic_architecture,General,
blood_on_body,General,
ribbon-trimmed_bow,General,
hanging_legs,General,
spirit_blossom_(league_of_legends),General,
cleaning_&_clearing_(blue_archive),General,
cream_on_body,General,
stalking,General,
blindfold_lift,General,
pocket_square,General,
stingray,General,
colored_bangs,General,
pink_armor,General,
plug_(piercing),General,gauge_(piercing)
heisei_retro,General,
ripping,General,
scimitar,General,
reverse-jointed_legs,General,reverse_jointed_legs
particle_cannon_case,General,
necktie_between_pectorals,General,necktie_between_pecs
feather_necklace,General,
spartan_(halo),General,
airport,General,
parent_and_child,General,
hirabitai,General,
recycling_symbol,General,
mont_blanc_(food),General,
croquette,General,
stellated_octahedron,General,
hip_dips,General,
holding_cage,General,
tootsuki_saryou_ryouri_gakuen_uniform,General,
headshot,General,
holding_skateboard,General,
rabbit_mask,General,bunny_mask
stomach_punch,General,"gut_punch,harapan,punch_to_stomach"
yellow_hood,General,
t-34,General,
military_fatigues,General,
space_station,General,
pink_mittens,General,
seven-segment_display,General,
breasts_on_another's_back,General,breasts_on_back
palette_swap,General,
matcha_(food),General,
through_window,General,
hoshinoumi_academy_school_uniform,General,hoshinoumi_academy_uniform
blue_car,General,
ball_busting,General,"ballbusting,tamakeri"
greek_text,General,greek
quiff,General,
fanning,General,
fart,General,
bell_sleeves,General,
blueprint_(object),General,"blueprint,blueprint,blueprints,schematics"
rear-view_mirror,General,
double_thumbs_up,General,
fur-trimmed_mittens,General,
red_stripes,General,
shiranui_mai_(cosplay),General,
zanpakutou,General,
reichsadler,General,"nazi_eagle,parteiadler"
kagamine_rin_(cosplay),General,
united_kingdom,General,british
you_work_you_lose,General,
hanging_lantern,General,
black_haori,General,
tsukimi_dango,General,
pea_pod,General,
cuffed,General,
peach_hair_ornament,General,
brown_scrunchie,General,
book_on_head,General,
danganronpa_10th_anniversary_costume,General,
koonago,General,
woodland_camouflage,General,"m81_woodland_(camo),multicam_(camo),woodland_pattern"
awkward,General,
between_buttocks,General,
underwear_theft,General,"panty_thief,underwear_thief"
frog_costume,General,"frog_suit,frogsuit"
aphrodisiac,General,
two-tone_capelet,General,
pants_under_shorts,General,
phantom_thief,General,
orange_sports_bra,General,
drawn_tail,General,
will-o'-the-wisp_(mythology),General,
release_date,General,now_on_sale
pink_nose,General,
splat_roller_(splatoon),General,
shared_thought_bubble,General,
fleet,General,
pink_check_school_(idolmaster),General,pink_check_school
cow_hood,General,
yellow_sports_bra,General,
grasshopper,General,grasshoppers
tavern,General,
eyewear_lift,General,
other_with_male,General,
s.e.e.s,General,
furoshiki_around_neck,General,
artstation_username,General,
psychedelic,General,psychadelic
twister,General,
gym_challenge_uniform,General,
kinomoto_sakura_(cosplay),General,
welding_mask,General,
single_over-kneehigh,General,
purple_nipples,General,
hydro_symbol_(genshin_impact),General,
ruined_for_marriage,General,
bicycle_helmet,General,
double_biceps_pose,General,
washbowl,General,
deva_battle_suit,General,
step_and_repeat,General,
abbreviated_karakusa,General,
anatomy,General,
dragon_costume,General,
pile_of_books,General,
bait_and_switch,General,
glaze_lily,General,
bikini_briefs,General,
sugimori_ken_(style),General,
underbarrel_grenade_launcher,General,
heart-shaped_bag,General,
yukadon,General,
armless_amputee,General,
album_name,General,
in_locker,General,
holding_rabbit,General,holding_bunny
meditation,General,
armored_personnel_carrier,General,"btr,btr-80"
holding_cooking_pot,General,
outer_glow,General,
bear_trap,General,foothold_trap
octopus_boy,General,
late_for_school,General,
hatching,General,
diamond_clan_outfit,General,
grandfather_and_granddaughter,General,
hand_on_window,General,hands_on_window
middle_w,General,
fundoshi_aside,General,
coach,General,
large_buttons,General,
spicy,General,
a6m_zero,General,
bottle_cap,General,
bolverk,General,
injection,General,
blue_haori,General,
lace-trimmed_bow,General,
white_rabbit_(alice_in_wonderland)_(cosplay),General,
frilled_bonnet,General,ruffled_bonnet
stuffed_carrot,General,
ankle_bell,General,
no_detached_sleeves,General,
hand_on_another's_wrist,General,
holding_screwdriver,General,
imminent_suicide,General,
ass_on_glass,General,
emperor_penguin,General,
pokedex,General,
crash,General,
lever_action,General,
m14,General,
cat_panties,General,
tapir,General,
holding_unworn_dress,General,
violet_(flower),General,
polka_dot_necktie,General,
constriction,General,
billiards,General,
glowing_halo,General,
clothed_bath,General,"bathing_with_clothes_on,clothed_shower,showering_with_clothes_on"
assisted_stretching,General,
spider_tattoo,General,
gazebo,General,
teabag,General,tea_bag
rabbit_vibrator,General,bunny_vibrator
zooming_in,General,
stuffed_dolphin,General,
white_gemstone,General,
grey_feathers,General,
blue_screen_of_death,General,"bluescreen,bsod"
lamb,General,
destroyer,General,
spider_lily_print,General,
metal_belt,General,
gradient_border,General,
st._lucia_academy_school_uniform,General,
multiple_vaginal,General,
placard,General,
salt,General,
necktie_in_mouth,General,
torso,General,
mojyo,General,
sponsor,General,
looking_at_screen,General,
giraffe_print,General,
purple_pajamas,General,
magic_trick,General,
galaxia_(sword),General,
print_male_underwear,General,print_underwear_(male)
groucho_glasses,General,funny_glasses
stone_mask_(jojo),General,
anchor_hat_ornament,General,
straw_doll,General,waraningyou
barrett_m82,General,"barrett_m107,barrett_m82a2,m107,m82,m-82a,m82a1"
cardboard,General,
feather_fan,General,
heart_stickers,General,
iced_latte_with_breast_milk_(meme),General,
pectoral_squeeze,General,
shadow_(shadows_house),General,
apron_hold,General,
mp40,General,
lion_mane,General,
held_down,General,
hamster_ears,General,
bamboo_fence,General,
sitrus_berry,General,
black_blood,General,
invisible_air_(fate),General,invisible_air
qilin_(mythology),General,kirin_(mythology)
crossed_swords,General,swords_crossed
firefly,General,
wet_spot,General,
menpoo,General,
polka_dot_scarf,General,
trellis,General,
heel_pop,General,
arcade_stick,General,
sig_p220/p226,General,"sig_sauer_p220,sig_sauer_p225,sig_sauer_p226"
reflective_surface,General,
breathing_on_hands,General,
shibahama_high_school_uniform,General,
belly-to-belly,General,"belly_to_belly,stomach-to-stomach"
guinea_pig,General,
jaw_drop,General,
chest_rig,General,
censored_food,General,
japari_bus,General,
plum_blossom_print,General,
glitter_dress,General,
fur-trimmed_vest,General,
light_in_heart,General,
sit-up,General,
print_sash,General,print_obi
traumatized,General,
gold_saint,General,
clumsy,General,
vanity_table,General,dressing_table
white_horse,General,
lcl,General,
armpit_carry,General,
price,General,
santa_capelet,General,
eye_socket,General,
see-through_bodysuit,General,sheer_bodysuit
white_sweater_vest,General,
imminent_paizuri,General,
paizuri_on_lap,General,
clothes_focus,General,
safari_jacket,General,
colored_pussy,General,
golden_rose,General,
sett,General,
crown_bow,General,
jigsaw_puzzle,General,
template,General,exploitable
camellia_print,General,
take_it_home,General,
nyoro~n,General,
one_finger_selfie_challenge_(meme),General,one_finger_selfie_challenge
layered_legwear,General,
skinny_dipping,General,
gradient_necktie,General,
clash,General,
black_bloomers,General,
hina_ningyou,General,hina_doll_set
guan_dao,General,
leaf_bikini,General,leafbikini
hoe,General,
unworn_swim_cap,General,"swim_cap_removed,swimcap_removed"
exposed_brain,General,
copyright_logo,General,
crystal_hair_ornament,General,
hula_hoop,General,hulahoop
club_hair_ornament,General,
charger,General,
foreskin_insertion,General,
green_helmet,General,
power_fist,General,
in_cage,General,
black_pajamas,General,
m1903_springfield,General,
good_ass_day,General,
wiping_blood,General,
half-siblings,General,
coat_of_arms,General,
height_mark,General,
sled,General,
sounding,General,
horse_racing_track,General,
vocaloid_boxart_pose,General,
sumo,General,
drainpipe,General,
exposed_internal_machinery,General,
chiester_sisters,General,siesta_sisters
oni_costume,General,
robot_dragon,General,mechanical_dragon
braided_beard,General,
snow_shelter,General,
gensokyo,General,gensoukyou
open_bikini,General,
mind_reading,General,
small_stellated_dodecahedron,General,
nissan_skyline,General,
ouendan,General,
print_eyepatch,General,
cracker,General,crackers
impact_(font),General,
hymen,General,
white_raincoat,General,
picnic_blanket,General,
spoken_skull,General,
progression,General,
spoken_emoji,General,
latte_art,General,
feather_coat,General,
compound_bow,General,
alternate_body_hair,General,
bra_slip,General,
size_comparison,General,
typewriter,General,
fn_scar,General,
pan-pa-ka-paaan!,General,
red_garter_straps,General,
fender_jazzmaster,General,jazzmaster
lilith_(darkstalkers)_(cosplay),General,
extra_hands,General,
tamagotchi_(virtual_pet),General,
open_cloak,General,
japanese_tankery_league_(emblem),General,
finnish_text,General,finnish
element_bending,General,
cow_hat,General,
acronym,General,
penis_milking,General,
striped_pillow,General,
ear_flower,General,
asymmetrical_dress,General,
shirt_under_sweater,General,
dobermann,General,
mole_on_crotch,General,
in_shopping_cart,General,
cerberus,General,
leather_skirt,General,
holding_rocket_launcher,General,
pink_tattoo,General,
dark_orb_(madoka_magica),General,
adjusting_shoe,General,adjusting_shoes
two-tone_beard,General,
pop_filter,General,
shihakusho,General,
putting_on_headwear,General,putting_on_hat
bent_v,General,
stifled_laugh,General,
stairwell,General,
love_triangle,General,
mercedes-benz,General,
bottle_to_cheek,General,
sea_slug_ears,General,
multicolored_panties,General,
gemini_(constellation),General,
hippopotamus_ears,General,
kei_truck,General,
kingdom_key,General,
floatplane,General,
akademiya_uniform,General,
unusually_visible,General,
cockroach_girl,General,
a-pose,General,
cobra_(animal),General,
back_turned,General,
single_wide_sleeve,General,
multiple_thigh_straps,General,
starry_sky_bright_(idolmaster),General,starry_sky_bright
single_half_glove,General,
laces,General,
hand_fan_writing,General,
rabbit_ear_headphones,General,bunny_ear_headphones
ankh_necklace,General,
implied_bisexual,General,
crotchless_leotard,General,
ribbed_cardigan,General,
wehrmacht,General,
hole_in_wall,General,
purple_shawl,General,
separated_legs,General,
south_korean_flag,General,
character_watermark,General,
too_bad!_it_was_just_me!_(meme),General,too_bad!_it_was_just_me!
no_thank_you!_(k-on!),General,no_thank_you!
yellow_eyeshadow,General,
two-handed_sword,General,
toy_car,General,model_car
mature_eyes,General,
wii,General,
blush_visible_through_hair,General,
kissing_hair,General,hair_kiss
oiled,General,
birthday_party,General,
modeling,General,
slipping,General,
yakitori,General,
swinging_on_swing,General,
life_fiber,General,
headphones_over_headwear,General,
washing_another,General,
exhaust_pipe,General,
insect_cage,General,
reeds,General,
nipple_indents,General,
world_war_i,General,"/wwi,wwi"
giving_birth,General,birth
stereo,General,
pink_shawl,General,
holding_unworn_skirt,General,
reiwa,General,
slingshot_(weapon),General,slingshot
low_horns,General,
holding_bento,General,
strawberry_blossoms,General,strawberry_blossom
butterfly_choker,General,
;>,General,
death_note_(object),General,
rabbit_earrings,General,bunny_earrings
excessive_nosebleed,General,epic_nosebleed
digital_walkman,General,
dart,General,darts
carhop,General,
sanbaka_(nijisanji),General,
no_emblem,General,
holding_case,General,
sea_turtle,General,
minimalism,General,
neet,General,
cape_lift,General,
corn_cob,General,
molcar,General,
teaching,General,
gradient_tail,General,
tickling_stomach,General,
wainscoting,General,
swallow_(bird),General,
book_focus,General,
irasutoya_challenge,General,
sharp_tail,General,
paprika_private_academy_school_uniform,General,
mickey_mouse_ears,General,
stuffed_eggplant,General,
game_over,General,
wet_male_underwear,General,wet_underwear_(male)
holding_shuriken,General,
blood_elf_(warcraft),General,blood_elf
irony,General,
championship_belt,General,
tenbou,General,"riichi_stick,tenbo"
aoqun,General,
tool_belt,General,
mooncake,General,
blue_leggings,General,
ass_freckles,General,
companion/af,General,
paint_stains,General,
finger_gun_to_head,General,
2003,General,
komainu_tail,General,
webbed_feet,General,
pumpkin_costume,General,
takaramonozu,General,
big_bad_wolf_(cosplay),General,
dying_message,General,
eyebrows_visible_through_hat,General,
strap_break,General,
wagon,General,
string_phone,General,"cup_phone,tin_can_phone"
huadian,General,
royal_navy_emblem_(azur_lane),General,
asmr,General,
torn_capelet,General,ripped_capelet
propaganda,General,
incoming_pocky_kiss,General,
basketball_court,General,
eiffel_tower,General,
lipstick_mark_on_testicles,General,
pony_play,General,ponyplay
sitting_on_pillow,General,pillow_sitting
slav_squatting,General,"delinquent_squatting,yankee_squatting"
photo_album,General,
blue_slingshot_swimsuit,General,
ears_through_hood,General,
ceiling_fan,General,
armored_legwear,General,
playstation_4,General,ps4
goldfish_scooping,General,
unyu,General,
doppelganger,General,
vespa,General,
rokubanchou_school_uniform,General,
ok_sign_over_eye,General,
embroidered_bra,General,
taxi,General,
imminent_death,General,
transformer,General,
whispering_in_ear,General,
hijab,General,
sanshuu_middle_school_uniform,General,
vhs_artifacts,General,
relationship_graph,General,relationship_chart
jet_airliner,General,
tentaclejob,General,tentacle_job
impossible_hair,General,
collar_tabs,General,
maid_cafe,General,
bread_bun,General,
tsukimi,General,
heian,General,
myoudou_gakuen_middle_school_uniform,General,
izakaya,General,
cross_of_prontera,General,
ox_girl,General,
omake,General,
holding_chess_piece,General,
see-through_gloves,General,
3d_glasses,General,
tonguejob,General,
polar_opposites,General,
corset_piercing,General,
tail_flower,General,
on_flower,General,
triad_primus_(idolmaster),General,triad_primus
payphone,General,
gold_thighlet,General,
implied_murder,General,
messy_sleeper,General,
piston,General,
mushroom_hat,General,
towel_on_one_shoulder,General,
pointing_sword,General,
flannel,General,
holding_lead_pipe,General,
untied_bikini_bottom,General,
design_speculation,General,
sword_print,General,
no_headgear,General,
starry_moon,General,
st._michael's_school_uniform,General,
brodie_helmet,General,
bomber,General,
shrine_bell,General,
handjob_over_clothes,General,
grandmother_and_grandson,General,
swim_goggles,General,
holding_ticket,General,
snake_bondage,General,
indirect_kiss,General,
handle,General,
yor_briar_(cosplay),General,
tickling_legs,General,
florence_nightingale_(fate)_(cosplay),General,
pov_peephole,General,
mandibles,General,
sleeveless_turtleneck_dress,General,
bunbunmaru,General,
on_cloud,General,
rusty_trombone,General,trombone_(sex_act)
unicorn_girl,General,
gumroad_logo,General,
gununu_(meme),General,"gumeme,gununu"
black_mittens,General,
mac-10/11,General,"mac-10,mac10,mac-11"
yellow_shawl,General,
instant_soba,General,
purple_buruma,General,
yin_yang_hair_ornament,General,
multicolored_sleeves,General,
peplos,General,
bachi,General,
covered_groin,General,
seahorse,General,
i_heart...,General,i_love...
bisected,General,
head_under_skirt,General,
human_chair,General,
slime_boy,General,"goo_guy,slime_guy"
chaos_emerald,General,
food_as_clothes,General,
horizontal_bar,General,chin-up_bar
ferret_ears,General,ferretmimi
clock_hands,General,
juggling,General,
black_stripes,General,
orgasm_denial,General,
scuba_gear,General,
public_masturbation,General,
implied_prostitution,General,
oppai_mochi,General,
silver_bikini,General,
kendama,General,
holding_shell,General,
backwards_virgin_killer_sweater,General,
cross-laced_shorts,General,
thick_neck,General,
impressionism,General,
long_nipples,General,
key_in_head,General,
paper_hat,General,
swimsuit_hanger,General,
nargacuga_(armor),General,
knights_of_the_round_uniform,General,
frilled_coat,General,
two-tone_pantyhose,General,
zebra_ears,General,
rabbit_ornament,General,bunny_ornament
alraune,General,
firecrackers,General,firecracker
scarf_bow,General,
thick_outlines,General,
wardrobe,General,
belly_rub,General,
applying_manicure,General,manicure
blowing_whistle,General,
pokemon_on_back,General,
holding_golf_club,General,
piercing_through_clothes,General,
jack-o'-lantern_earrings,General,
costume_chart,General,
snort,General,
lid,General,
unworn_armor,General,armor_removed
backless_pants,General,assless_pants
aoshidan_school_uniform,General,
fender_precision_bass,General,precision_bass
table_tennis_ball,General,ping_pong_ball
vs_seeker,General,vs._seeker
walkman,General,
rope_marks,General,
gold_nails,General,gold_fingernails
ea_(fate),General,
holding_spork,General,
undone_bowtie,General,
ultra_instinct,General,
feather-trimmed_jacket,General,
fossil,General,
riding_dragon,General,dragon_rider
wax,General,
wuthering_heights_(identity)_(project_moon),General,
after_cunnilingus,General,
dancer_(fire_emblem:_three_houses),General,dancer_(three_houses)
brown_headband,General,
two-sided_gloves,General,
hair_half_undone,General,hair_half_down
striped_camisole,General,
sex_ed,General,
holding_hand_grip,General,
genderswap_(otm),General,
frozen_frog,General,
anzio_(emblem),General,
mahjong_table,General,
holding_folder,General,
meatball,General,
super_saiyan_3,General,
weight,General,
tackle,General,
scaffolding,General,
height_conscious,General,
humming,General,
black_unitard,General,
orange_collar,General,
biting_head,General,head_bite
chain_earrings,General,
crossed_fingers,General,
titans_(gundam),General,
blood_on_mouth,General,
comedic_sweatdrop,General,
umapyoi_densetsu,General,
pirate_ship,General,
cleaning_brush,General,
streetcar,General,tram
double_finger_gun,General,
on_wall,General,
holding_bomb,General,
hoshino_ai's_pose,General,
t-back,General,
pecha_berry,General,
silver_skin,General,
rope_around_neck,General,
hand_on_another's_mouth,General,
model,General,
banana_slice,General,
porsche,General,
battoujutsu_stance,General,
flat_chest_joke,General,
breast_pump,General,
cigarette_butt,General,
holding_gourd,General,
stopwatch_around_neck,General,
nagatekkou,General,
chicken_nuggets,General,
flaming_halo,General,
kissing_object,General,object_kiss
downpants,General,down_pants
jack_daniel's,General,
black_sun,General,
mosquito_coil,General,
lasso,General,
bondage_mittens,General,
nakai_(waitress),General,
fan_hair_ornament,General,
aqua_belt,General,
dog_print,General,
censored_with_cum,General,
cat-shaped_pillow,General,cat_pillow
holding_trophy,General,
decantering,General,
uzi,General,imi_uzi
dragonfly_wings,General,
game_cartridge,General,
ornate,General,
jacket_tug,General,
just_as_planned_(meme),General,"just_according_to_keikaku,just_as_planned"
floating_crown,General,
hand_in_pants,General,
meerkat_ears,General,
pantyhose_around_one_leg,General,
pink_hood,General,
applying_sunscreen,General,
inflatable_armbands,General,"floaties,water_wings_(swim_aid)"
video_call,General,
searching,General,
octagram,General,
shield_print,General,
temporal_hairline,General,
mash_kyrielight_(cosplay),General,
lady_yu_doll,General,
ichininmae_no_lady,General,
toy_gun,General,
tape_maebari,General,
tanline_peek,General,
bolter,General,
sewing_machine,General,
small_chastity_cage,General,
glowing_clothes,General,
husky,General,
red_tunic,General,
eargasm,General,
checkered_bikini,General,
holding_oar,General,
vertical-striped_bodysuit,General,
fan_screaming_at_madison_beer_(meme),General,
tifa_lockhart_(cosplay),General,
heavy_metal,General,
wiping_forehead,General,
tentacle_clothes,General,
dress_aside,General,
covered_piercing,General,
bodycon,General,
formula_racer,General,
sound_wave,General,
vertical-striped_scarf,General,
emaciated,General,
turnip,General,
boy_and_girl_sandwich,General,
cape_hold,General,
hand_to_forehead,General,
human_tower,General,
spike_ball,General,
plate_stack,General,
bad_neck,General,
rowboat,General,
nipple_torture,General,nipple_pain
scorpion,General,
saturated,General,
optical_illusion,General,
off-shoulder_leotard,General,
stalactite,General,
cross-laced_sandals,General,
white_tabard,General,
apple_hair_ornament,General,
shoulder-to-shoulder,General,
photon_ray_(fate),General,photon_ray
stenciled_rose,General,
removing_mask,General,
ohisashiburi_(style),General,
tasmanian_devil_ears,General,
spiral_staircase,General,
ferrari,General,
urine_meter,General,
ukulele,General,ukelele
card_game,General,
garlic,General,
pile,General,
ichimegasa,General,
swaying,General,
togenashi_togeari,General,
incense_burner,General,
german_suplex,General,
lace_thighhighs,General,
komainu_girl,General,
red_lightsaber,General,
mizura,General,
kagune_(tokyo_ghoul),General,
scuba,General,
matching_hairstyle,General,
holding_cannon,General,
lee-enfield,General,
dizzy,General,
flick,General,
saw_cleaver,General,
rags,General,
giant_tree,General,
tramp_stamp,General,
watermelon_hair_ornament,General,
nt-d,General,
bluebird,General,
block_(minecraft),General,
hrothgar,General,
yellow_robe,General,
waffle_cone,General,
skull_choker,General,
shipwreck,General,
penetration_through_clothes,General,
sheep_boy,General,
safety_razor,General,
hamster_girl,General,
clockwork,General,
badminton_racket,General,
eye_beam,General,eyebeam
strip_game,General,
nipple_bells,General,
saunders_(emblem),General,
panties_in_mouth,General,
ferret_girl,General,
black_overskirt,General,
enkidu_(weapon)_(fate),General,enkidu_(weapon)
aeug,General,
pepperoni,General,
beef,General,
uwu,General,
slipper_bathtub,General,
pink_armband,General,
gold_horns,General,
floral_arch,General,
projectile_trail,General,"bullet_trail,tracer_fire"
sanada_clan_(emblem),General,
wonderlands_x_showtime_(project_sekai),General,
pink_clouds,General,pink_cloud
green_pepper,General,
rainbow_flag,General,gay_pride_flag
cammy_white_(cosplay),General,
crab_on_head,General,
lanchester_smg,General,
sun_glare,General,
insult,General,
wrinkled_fabric,General,
curly_sidelocks,General,
luxury_ball,General,
whale_print,General,
paw-shaped_pupils,General,
fishbowl_helmet,General,
newhalf_with_male,General,male_with_newhalf
jack_(playing_card),General,
karate,General,
presenting_another,General,
partially_opaque_glasses,General,half_opaque_glasses
guarana_antarctica,General,
cheytac_m200,General,cheytac_intervention
red_flag,General,
see-through_camisole,General,
gag_around_neck,General,
coin_(ornament),General,
rocking_chair,General,
raw_meat,General,
tehepero,General,
removing_glove,General,
playing_flute,General,
miki_sayaka_(cosplay),General,
cleanup_fellatio,General,
snow_halation,General,
simulated_footjob,General,
nobori,General,
rpg-7,General,
star_cutout,General,
up_sleeve,General,
railroad_signal,General,railway_signal
folding_stock,General,
sith,General,
jack-o'-lantern_print,General,
dim_lighting,General,
blue_mask,General,
diagonal-striped_shirt,General,
soviet_army,General,red_army
drifting,General,
head_pinned_down,General,
sanbou,General,
babywearing,General,
rolling_pin,General,
boar_boy,General,
image_macro_(meme),General,macro
satogahama_school_uniform,General,
sweets_bird,General,
gardening,General,
money_bag,General,moneybag
knotting,General,
gondola,General,
quimbaya_airplane,General,
playstation_5,General,ps5
digital_camouflage,General,"marpat,pixelated_camouflage"
studded_garter_belt,General,
geokinesis,General,"earth_magic,earth_manipulation"
brown_hood,General,
suomi_kp/-31,General,
holding_candy_cane,General,
valley,General,
red_goggles,General,
softboiled_egg,General,soft-boiled_egg
doritos,General,
celtic_cross,General,
bioluminescence,General,
two-tone_bra,General,
tweet,General,
dahlia,General,
punishment,General,
pink_brooch,General,
checkered_hat,General,
wet_legwear,General,
buruma_around_one_leg,General,
sitting_on_roof,General,
white_devil,General,
random_servant_cosplay_(fate/grand_order),General,
o-ring_dress,General,
spacecraft_turret,General,
distress,General,
zombification,General,
mismatched_thighhighs,General,
pet_shaming,General,
snoring,General,
inkbrush_(splatoon),General,
too_many_birds,General,
change_in_common_sense,General,
gattai,General,
body_jewelry,General,
anteater_ears,General,
pink_overalls,General,
nyotaimori,General,serving_food_on_female
sexual_exercising,General,
nattou,General,natto
skull_collar,General,
dismemberment,General,
lipstick_mark_on_breast,General,
bear_hat,General,
headboard,General,
arrest,General,
desktop_(computing),General,
cunnilingus_gesture,General,
ara_ara,General,
snoot_challenge,General,
black_panther,General,
naked_belt,General,
crescent_choker,General,
straylight_(idolmaster),General,
pokemon_day,General,
holding_anchor,General,
footjob_over_clothes,General,
spas-12,General,
removing_shoes,General,
suzumiya_haruhi_(cosplay),General,
set_square,General,
lace-trimmed_ribbon,General,
adjusting_hood,General,
chinstrap_beard,General,
willow,General,
peanut,General,
compression_sleeve,General,
chi-hatan_school_uniform,General,
toe_seam,General,
red_ribbon_army,General,
stance_(vehicle),General,
savannah,General,
knife_in_head,General,
nipple_press,General,
zhijupao,General,
eating_hair,General,
gold_buttons,General,
muscle_car,General,
orange_peel,General,
fabric,General,
wafer,General,
wrapped_bento,General,wrapped_obentou
mine_(weapon),General,land_mine
washing_back,General,
rake,General,
legendary_super_saiyan,General,
alchemy,General,
sandstar,General,
male_lactation,General,lactation_(male)
holding_boots,General,
single_sleeve_past_fingers,General,
spoken_symbol,General,
platform,General,
straw_hat_pirates,General,
instant_udon,General,
ashes,General,
power_strip,General,"power_board,surge_protector"
floppy_disk,General,
kneepit_sex,General,knee_pit_sex
nose_hook,General,
hand_around_neck,General,
under_another's_clothes,General,
hanafuda_earrings,General,
culottes,General,
shichirin,General,
hands_on_table,General,
fake_censor,General,unnecessary_censorship
vibrator_in_anus,General,
t_t,General,
tail_pull,General,
green_innertube,General,
white_haori,General,
torn_leggings,General,ripped_leggings
millennium_science_school_logo,General,
intravaginal_futanari,General,
orange_feathers,General,
fruit_bowl,General,
circuit_board,General,circuitboard
half_moon,General,
sex_toy_pull,General,anal_beads_pull
tedeza_rize's_school_uniform,General,
cheetah_ears,General,
tail_insertion,General,
my_dear_vampire_(idolmaster),General,my_dear_vampire
dragonstone,General,
fruit_print,General,
oktoberfest,General,
holding_walkie-talkie,General,
gold_tiara,General,
vent_(object),General,
avalon_le_fae_(fate/grand_order),General,
face_filter,General,
shogi_piece,General,shougi_piece
soapland,General,
torn_ribbon,General,
jack-o'-lantern_ornament,General,
hakuryou_high_school_uniform,General,
people's_liberation_army,General,
bandage_on_knee,General,
kooribata,General,shaved_ice_flag
triple_wielding,General,triple_wield
tennis_net,General,
veiny_thighs,General,
stake,General,
floating_breasts,General,
heel-less_heels,General,
prydwen_(fate),General,prydwen
nodding,General,
fat_pikachu,General,
unworn_headgear,General,headgear_removed
heart_ear_ornament,General,
maple_tree,General,
sunshower_(e.g.o),General,
erhu,General,
lunar_tear,General,
against_table,General,
torn_boots,General,
accordion,General,
frog_headband,General,
slot_machine,General,
floral_print_sash,General,
sun_tattoo,General,sun_tattoos
chinese_lantern_(plant),General,"alkekengi,hozuki_(plant),physalis_(plant)"
school_nurse,General,
paizuri_over_clothes,General,
predicament_bondage,General,
downward_dog,General,
shirt_tan,General,
sesame_seeds,General,
rough_time_school_(idolmaster),General,rough_time_school
mihama_junior_high_school_uniform,General,
thick_lineart,General,
quilted_jacket,General,
extra_digits,General,"extra_digit,extra_fingers,polydactyly"
pink_buruma,General,
tenshi_kaiwai,General,
figure_skating_dress,General,
6koma,General,
zaft_uniform,General,
l'ecole_des_cinq_lumieres_school_uniform,General,
cat_nose,General,
food_writing,General,
newhalf_with_female,General,female_with_newhalf
disdain,General,
donut_innertube,General,
spoken_light_bulb,General,spoken_lightbulb
leo_(constellation),General,
blood_trail,General,
shelf_bra,General,
cheek_piercing,General,
idea,General,
laguz_(fire_emblem),General,
aura_bullying_(meme),General,
splattershot_jr._(splatoon),General,
card_between_breasts,General,
cross_facial_mark,General,
sphinx,General,
ape,General,
knee_to_chest,General,
chameleon_tail,General,
blue_hawaii,General,
fuse_tail,General,
print_scrunchie,General,
fly_agaric,General,
jaguar_boy,General,
smash_invitation,General,
yakiniku,General,
fur_sleeves,General,
aqua_eyeshadow,General,
sleepover,General,"pajama_party,pajamas_party,slumber_party"
orange_tabard,General,
three_sizes,General,
transgender_flag,General,
holoadvent,General,
lappet,General,
native_american_headdress,General,
cancer_(constellation),General,
downturned_eyes,General,
prehensile_tongue,General,
go_back!,General,
bowling_ball,General,
wireless_sex_toy_controller,General,wireless_sex_toy_control
h&k_psg1,General,psg-1
browning_m2,General,m2hb
yuzu_(fruit),General,
skis,General,ski
jian_(weapon),General,
card_in_mouth,General,
under_skirt,General,under_dress
teaspoon,General,
maid_leotard,General,
looking_at_hands,General,
holding_collar,General,
smelling_hair,General,
french_horn,General,
visible_ears,General,
claw_hammer,General,
barn,General,
over_the_nose_gag,General,over_the_nose_gagged
soy_sauce_bottle,General,
green_apple,General,
food_in_ass,General,
rengoku_(sword)_(fate),General,
minecraft_pickaxe,General,diamond_pickaxe
hoop_skirt,General,
christmas_tree_hair_ornament,General,
licking_weapon,General,
2002,General,
music_stand,General,
holding_over_opposite_shoulder,General,
geass,General,
orange_hair_ornament,General,
hands_on_legs,General,
two-tone_socks,General,
fur-trimmed_robe,General,
kyoto,General,
voodoo_doll,General,
air_jordan_1,General,
neglect_play,General,
isopod,General,
raizen_high_school_uniform,General,
sock_dangle,General,
star_bracelet,General,
moire,General,moiré
brown_tunic,General,
cheetah_print,General,
lipps_(idolmaster),General,
hope's_dusk_(apex_legends),General,
wrists_extended,General,
sun_earrings,General,
e16a_zuiun,General,
entry_plug,General,
dollar_bill,General,
liu_association_(identity)_(project_moon),General,
pink_serafuku,General,
reisen_udongein_inaba_(cosplay),General,
ouroboros,General,
